soc,119051,311013,311014,352011,352012,352013,352014,352015,352021,353031,372011,372012,395012,395091,395092,395093,395094,399011,399021,411011,412011,412012,412031,434051,435081,436011,436012,436013,436014,452021,452091,452092,452093,512091,512092,512093,516011,516031,519111,519141,519192,519193,519199,537062,537064
151151,7.2572,7.5782,7.7538,6.6452,7.6933,10.658,8.5151,10.0813,7.638,9.0361,7.3284,7.4813,8.5546,8.3861,8.0884,7.6774,7.4372,8.5245,7.2896,6.3663,8.5052,8.1612,7.2876,7.3108,9.0813,7.8313,8.1105,8.0199,7.0524,8.595,8.3688,8.3499,6.9206,8.1093,7.9778,7.2921,7.317,8.2632,7.0546,6.8909,7.7349,7.5987,6.63,7.059,7.9475
173031,6.8727,8.1265,7.6154,6.7006,6.8817,9.3196,7.4482,9.0159,7.5505,8.702,7.2773,7.1183,7.9841,7.7632,6.8514,7.5965,7.5149,7.2523,7.4811,6.5708,7.7386,7.9686,7.2419,7.537,8.7196,7.7966,7.3592,8.808,8.5118,7.8279,8.9022,7.612,6.9061,7.3294,6.3734,7.5326,7.1225,7.1164,6.3423,6.6963,6.6251,7.5605,6.6538,6.5204,7.7873
211093,8.1462,5.6589,6.1822,7.3693,8.5237,9.7188,7.9631,9.1959,6.9605,6.7914,7.8909,5.877,8.6004,8.7395,6.2866,7.5747,7.9141,7.7703,5.9585,6.1723,8.2587,7.1648,7.1138,8.0411,9.1196,7.6411,6.1915,8.463,8.1701,7.8333,9.4206,8.5018,7.1767,7.6853,7.5616,6.9609,7.6228,7.138,6.7053,7.4116,7.5572,7.3408,6.1974,6.772,6.0003
211094,8.3919,7.5114,7.5731,7.7037,7.8659,9.7158,7.76,10.0674,8.6785,8.251,6.8362,6.9039,8.3161,8.2437,6.6196,7.9321,8.1172,7.7038,6.9174,6.5294,8.3987,8.1773,7.5267,8.2386,9.6763,8.6339,7.0363,8.8666,8.8121,8.3145,7.8519,7.8724,6.56,7.3836,6.8237,7.6764,7.4605,7.3897,6.7811,7.5521,7.2256,7.4618,6.1381,7.1158,8.2549
232091,11.862,10.1454,9.9331,9.9241,10.7751,11.631,9.6094,11.4699,8.925,10.078,8.9874,9.865,10.0272,10.7198,9.631,10.5254,10.6896,11.5742,9.4121,9.4451,11.037,11.504,10.7912,10.7047,11.2682,9.8369,8.1082,11.3719,8.2642,10.5407,11.3879,11.0125,9.683,9.8451,9.8136,10.0345,9.0127,8.1345,9.2872,9.2571,9.3724,10.2629,7.747,10.4593,9.4601
232093,7.3857,9.5878,7.9927,8.602,8.8318,9.2717,9.0567,9.8045,8.1649,10.0922,7.684,7.6063,8.6948,8.3367,8.052,8.1932,8.787,8.6066,8.7333,7.2765,9.4622,9.7005,8.6339,8.1561,8.9594,9.2144,7.0136,7.1561,8.2474,8.2824,10.1488,8.3467,7.2274,8.9142,7.4326,8.36,8.3697,7.2744,8.8067,7.3868,8.5014,7.1239,8.241,7.3123,7.7548
253021,7.4371,6.0494,7.1838,6.5702,7.6456,9.4231,6.897,9.1645,6.6295,7.4434,6.4989,6.1135,8.6034,6.9626,6.1259,6.108,6.4678,6.8858,6.6703,6.1581,7.399,7.1057,6.2878,7.1974,8.6931,7.9968,7.8711,9.0017,8.9287,7.6096,8.5453,6.7601,7.1251,6.9755,6.5419,6.7054,5.7575,7.0656,6.3049,6.2878,5.7629,8.2674,5.7764,6.2034,6.8232
254031,7.6682,9.5484,8.2668,7.9483,7.6606,9.0533,8.2648,9.5871,8.7974,9.1774,7.3273,7.8022,8.659,7.9194,7.8819,7.3505,7.9681,8.5178,8.4765,8.2219,7.7091,9.616,8.6152,8.0457,9.0527,9.1067,8.8637,9.341,9.6283,9.1718,10.9101,7.4698,9.0274,9.8594,8.0121,9.6851,6.8137,8.4781,8.2461,6.9343,6.63,9.4114,7.6136,5.9393,8.8509
259041,7.3889,5.6963,6.1326,6.1306,7.3187,9.5336,6.4991,8.4697,5.8031,6.7608,6.2036,5.83,6.473,6.2797,5.5285,5.3028,5.9953,5.6358,6.0197,5.8523,7.9802,7.2919,5.5331,6.0473,8.2161,8.1853,7.0632,8.558,8.4923,7.5483,8.9959,6.2013,5.7619,6.5969,6.1884,7.3162,6.6142,6.5591,5.7699,5.4342,5.8581,7.6055,5.7535,6.3824,6.5985
271023,10.1215,11.308,10.5473,9.9886,9.3619,11.053,10.2208,12.0856,10.1706,10.1729,10.0504,10.8569,8.5362,9.6533,10.4641,10.8204,9.6362,12.2303,10.0757,9.3653,11.0593,12.2704,11.1776,10.2918,9.5923,10.5652,12.0655,11.2303,9.6719,11.3142,12.1363,11.3816,10.6265,10.6328,11.0911,11.4912,11.1012,10.5816,11.1924,11.594,11.588,11.5195,10.1482,10.9829,11.3546
272021,9.1433,8.5628,8.1269,7.8572,9.8031,11.7191,7.3253,8.3793,7.0347,7.0474,7.1383,8.3724,7.2949,7.6447,6.1447,6.7232,8.1739,7.6955,8.6882,8.0708,8.4642,10.0817,8.5768,7.7295,9.4179,9.4891,9.2559,9.3302,11.0817,9.2828,8.9161,8.2596,7.3013,8.1719,7.2113,9.8895,7.5571,8.0708,7.4015,6.7223,7.1806,9.194,7.2816,7.5185,7.9552
272023,8.8974,8.3083,8.0332,7.5663,8.9016,10.7752,7.7414,8.6388,7.6157,9.1174,8.3747,8.0783,8.5552,7.911,6.3445,7.079,7.2886,5.5564,8.852,8.8559,8.1433,9.9543,8.3642,7.6154,9.8848,9.3207,8.6359,10.463,10.6022,10.1331,11.3581,8.4618,8.6914,7.4679,8.8705,9.6268,7.3411,8.7267,7.8885,8.447,7.3934,10.0302,8.6722,7.5352,8.2509
272031,9.1081,8.3655,8.2181,7.169,9.1276,10.0516,7.8183,8.7869,7.1406,7.5852,5.7858,6.4098,8.0411,8.755,7.4023,7.5157,6.9259,7.9766,7.9974,7.4707,8.5945,9.5805,7.7401,7.1953,9.3088,8.7851,8.4484,9.5813,9.4512,8.8836,10.2582,7.7227,6.6889,8.1171,7.2092,8.768,7.0412,7.8255,7.1198,8.1481,7.017,9.7515,6.5337,7.4757,7.9525
272032,7.9649,8.6254,8.6428,8.0924,9.489,11.3783,8.6893,8.9381,7.6064,9.0953,7.9333,8.4086,9.2189,8.3199,8.204,7.5918,7.4982,8.6964,8.6608,8.5457,9.0302,10.6402,8.2744,7.8284,10.0759,8.4671,10.0016,9.5878,9.5902,9.8616,10.2611,9.2096,7.8314,8.6963,8.1226,9.5439,8.3646,9.3084,7.8188,7.7253,8.0874,9.8887,7.8124,8.4126,9.0895
272042,8.9539,8.0775,8.1985,7.5145,9.1519,9.7782,7.0006,9.441,7.5018,7.7978,5.9916,7.1467,8.8974,7.3751,6.3774,6.6902,7.6429,8.2533,7.8913,7.709,8.7467,9.1165,8.1801,8.003,9.4028,8.4402,7.8559,9.9565,9.927,7.9917,8.9607,7.8427,7.462,7.6409,7.3642,8.2816,7.1888,7.1615,6.952,7.0571,7.0741,9.3534,6.6187,6.8107,7.3037
273012,9.1704,9.0668,9.8952,8.5232,9.3894,11.4516,9.6752,10.5404,10.0245,9.5723,9.4003,9.3898,10.2513,9.5791,8.1929,8.3573,7.6646,9.5806,10.2359,10.129,10.7984,10.5538,8.8477,7.7194,10.0574,9.2561,10.4464,9.3603,10.3287,10.231,10.1813,10.3067,9.6192,9.488,9.4208,11.0255,9.9177,11.5753,8.9968,9.1884,10.6662,10.3287,9.195,8.7206,9.8117
274011,8.6007,8.0641,6.6293,7.1978,7.567,10.4471,7.0821,9.3351,7.9749,9.0346,8.3428,6.9726,8.9454,8.001,7.1719,7.091,7.7964,7.646,7.7058,7.3337,8.1926,8.6145,8.2943,8.2596,9.4962,8.421,7.854,8.7138,9.0273,9.1791,9.6823,8.4475,7.4241,7.2792,8.0601,8.5074,7.698,8.4654,7.4343,7.051,7.3907,6.4296,6.533,5.9633,7.0563
274013,9.5055,9.0327,8.7234,8.9723,9.9083,10.7799,9.2632,9.8975,7.7254,8.4462,8.7396,8.5882,9.6766,9.1513,8.3278,6.8761,8.4771,8.3433,8.3262,8.7749,9.8793,9.5722,9.1005,6.8166,10.3852,7.4899,7.1743,6.9779,7.9098,8.6552,9.6029,8.9048,8.0707,9.0857,7.709,7.9524,8.6188,9.061,7.8905,7.3471,8.3585,9.6802,7.6689,8.765,8.3531
274014,8.4465,6.7912,7.8658,6.3876,7.6859,10.1232,7.3479,9.1091,7.8407,8.4112,7.1591,6.8303,9.2433,8.2334,6.8874,6.6151,7.0375,7.5684,7.8093,7.0054,8.275,8.1509,6.3447,6.5983,9.2963,7.5918,7.8127,8.9506,8.0306,8.4183,8.1376,7.9475,5.9784,5.9688,7.0165,7.6232,7.3197,8.607,6.4787,6.8037,7.4149,7.3417,4.9891,6.6901,7.1305
274021,8.577,8.1215,8.3465,7.6144,8.3087,10.1995,7.8619,9.2973,7.7769,8.1603,7.7753,7.5207,7.0928,6.8727,7.1518,6.7735,7.147,9.2355,8.4185,7.2906,8.8124,9.0116,6.8185,7.7531,9.3479,9.237,9.1807,8.7845,9.0196,8.2732,9.5365,7.8383,6.869,8.3087,7.8183,8.6592,7.5899,8.5103,8.4057,7.8969,6.9059,8.3493,6.2959,8.3175,9.0525
292041,8.2622,8.5331,8.1048,8.387,9.5563,11.0336,8.56,10.2224,9.9153,8.9917,8.2252,8.4638,8.0496,10.0208,8.0685,9.2841,8.2274,9.5861,8.6847,8.4074,10.1193,10.7995,9.2789,9.2834,10.436,10.1626,8.9704,10.0996,10.3763,10.4556,11.0541,8.4148,8.1515,9.5066,8.9733,11.245,8.7898,9.7244,8.4728,8.046,8.7552,9.0922,8.2296,7.3475,8.7048
292061,7.3011,7.9178,7.0631,8.2589,8.8128,9.0187,9.0765,9.801,7.9234,9.7319,8.9713,7.8914,9.5328,9.5581,8.445,8.5492,7.8842,7.7294,6.9159,8.5227,9.1306,9.8796,8.4875,8.1732,9.9887,7.6112,8.477,9.8799,8.9734,8.587,11.4242,9.8096,8.3942,8.2965,9.297,8.9124,8.9061,8.4929,7.7498,7.847,8.6873,9.755,8.5321,8.4057,8.5442
292071,9.6305,8.825,7.6524,8.111,8.2172,8.7223,7.8991,9.2733,7.5978,8.7336,8.489,7.1285,9.6254,8.6338,7.8376,7.2606,8.1293,7.2131,8.1838,7.9236,8.6088,8.7429,8.4951,7.4476,9.1979,8.6162,7.0258,8.2917,8.4109,8.8112,11.003,7.5953,8.6262,8.0904,7.2627,7.4008,6.4859,7.6434,7.9617,7.2617,6.392,9.2607,7.148,7.4125,7.7394
292081,7.7426,7.2075,8.7093,6.8093,8.4276,10.2844,8.4572,9.4257,8.6284,9.2904,7.9058,8.1999,9.7825,7.9312,6.531,7.2868,7.5968,8.2048,8.2938,7.7217,7.6288,7.8541,6.4153,7.8969,10.0004,7.6199,8.9464,10.3,8.9157,8.5891,8.4701,9.2901,8.1939,7.2924,9.1587,7.2462,7.2247,9.1338,8.4708,9.0076,8.2556,9.1757,6.6451,8.2163,9.0117
299099,7.8851,7.5482,6.2925,7.4673,8.525,9.6528,6.599,9.7787,7.1618,7.7979,7.662,7.2858,8.4222,7.4181,7.025,6.8313,8.001,7.5911,6.177,7.5338,7.8434,7.7669,8.7796,8.7044,9.0021,9.0037,8.4255,9.4604,9.9454,7.7773,8.8385,7.85,6.8162,7.2389,7.6273,7.7197,7.9783,7.7835,7.2783,6.4337,7.1874,7.5433,6.6491,6.9074,6.7249
312022,9.4642,8.0495,8.7952,8.8359,9.2114,11.5056,9.6131,9.7911,9.0757,9.3203,8.5131,8.7983,7.418,9.3195,8.0018,8.8975,9.5672,8.9408,7.9716,8.6114,10.6081,10.5149,7.7023,9.1091,9.8069,10.743,9.7453,10.9186,10.9309,8.5664,10.145,9.5386,8.1505,9.165,7.97,10.6324,9.4009,7.755,8.1465,7.3246,8.1212,8.8108,7.7581,8.9368,9.7882
319011,9.0431,9.1725,8.1464,7.7024,9.2461,9.1583,8.275,9.8612,8.2363,8.4228,6.9509,7.8505,8.5875,7.9164,7.2334,7.2922,6.4864,9.784,7.9469,8.8948,9.2937,10.7655,9.8972,7.5007,9.6517,9.0505,9.2067,9.3563,9.5113,9.3538,10.474,9.2228,8.9858,8.6238,9.5985,9.1956,7.5184,8.9539,9.0484,8.3302,8.8553,9.9349,7.9123,7.3165,7.8723
319091,7.4635,6.5791,6.8549,4.9759,6.1056,9.395,6.5142,8.3598,7.5337,7.7571,6.2768,6.5992,7.935,6.7663,6.1142,5.9024,5.8289,7.4267,7.1386,7.0621,8.4933,8.0679,5.3959,5.9362,7.9502,7.2023,8.6044,9.4017,8.5651,7.1608,8.4454,7.3169,6.491,6.0168,7.0721,8.019,7.4948,8.0593,6.1816,6.2202,7.3822,8.0082,5.421,6.2061,7.7293
319092,6.7662,6.8777,6.4345,7.0071,7.8358,9.5316,6.5171,9.3059,7.4407,8.2436,7.2581,7.3948,8.8093,7.2196,6.0056,6.5464,7.4042,7.4624,6.8462,7.5234,7.9183,8.4305,7.7681,7.8819,9.2142,6.9802,7.2143,9.3358,8.9311,7.685,9.3437,8.0068,7.5915,7.0417,7.641,8.3507,7.8265,7.5479,6.6375,5.9441,7.6382,7.8785,6.8946,6.8017,7.0233
319093,8.9027,8.854,8.0044,9.3549,8.4295,7.9151,8.0857,10.896,8.8279,9.1112,8.2693,8.47,8.8787,9.2683,8.5683,9.1136,9.1664,8.5722,7.7283,7.928,10.5359,10.1351,10.2882,9.2383,9.1164,9.5391,7.8021,10.5697,9.169,8.4534,11.7618,8.7517,9.1468,8.8026,8.5523,9.8068,8.733,7.1327,8.6287,7.2494,9.0559,8.4535,8.0835,7.3604,7.2289
319094,11.1646,10.5436,9.0132,9.6091,10.1949,11.0038,8.9316,10.4237,8.7538,9.5573,8.4933,9.8275,10.1926,9.5907,9.4893,9.211,10.2997,11.0241,8.7165,9.896,9.6652,10.3914,10.7638,10.2579,10.3747,8.0359,7.5991,10.2375,7.8103,9.8438,10.5605,10.2816,9.19,10.0813,9.1253,8.9804,8.9063,8.3747,8.5738,8.3951,8.4554,9.6524,7.1763,9.3465,9.4872
319095,8.5738,7.1588,6.1507,7.5931,7.8672,7.5747,6.7206,8.8502,7.7022,6.3442,7.1637,6.7233,7.3838,7.5215,6.355,7.0036,6.9507,7.9224,6.2266,7.4097,9.001,7.5308,7.7516,7.532,8.0189,8.1003,6.9136,8.7163,8.4636,8.2157,10.2989,7.2806,7.7345,8.2343,7.4508,8.4687,7.8765,7.5654,6.8123,6.4558,7.8727,8.673,6.1942,6.2241,7.3565
319096,7.613,5.9207,6.7586,6.1831,7.399,10.2866,7.9675,8.2973,7.607,8.7506,7.1162,7.0004,8.0472,8.0432,6.9541,7.8055,7.9546,8.3701,5.8905,6.7454,9.0904,7.6997,7.1495,8.8155,8.4681,9.2707,9.5427,9.8758,9.1087,7.1381,9.1366,8.5415,7.434,7.3983,8.6007,8.2389,7.8369,7.1791,7.3587,8.114,7.8795,7.8967,6.6311,7.4874,8.0597
319097,6.7687,6.5511,5.2373,5.5964,6.9882,9.6803,6.3157,8.2456,6.2726,7.3932,5.85,5.9093,7.4805,6.8524,5.5925,5.5146,7.2548,6.3236,4.8032,6.1755,7.2878,7.5401,7.1146,7.2376,8.6578,7.3905,7.0482,8.4791,7.912,6.9695,8.3123,6.7436,6.5646,6.7994,6.5617,6.6327,6.7787,6.7179,6.4205,5.8948,6.1109,7.9619,5.9605,6.6846,6.7743
319099,8.4196,8.2033,6.6065,7.2914,8.0422,10.5283,8.0011,8.5895,8.3465,8.4433,7.3809,7.7484,8.568,8.6227,7.5805,7.7514,7.8018,8.69,7.2658,7.9238,9.0258,9.2083,8.2502,7.749,9.2279,8.6386,8.8184,8.7844,9.5811,9.3883,9.4355,8.3448,7.0325,8.0087,7.8166,9.0852,8.6582,8.3251,6.7653,6.6284,8.451,7.5199,6.901,6.6849,8.2117
331011,8.6264,7.5074,8.6013,8.1471,8.9333,11.0505,7.6071,10.713,8.1884,9.0617,7.7883,7.6566,10.1102,9.0425,8.0777,9.0768,9.0761,8.253,9.683,6.3504,9.7748,8.7251,6.9078,9.289,9.6255,9.7498,8.7011,10.6752,10.1757,8.7737,9.3147,7.7318,6.7446,7.6507,6.9426,9.1442,8.0241,7.9743,7.0636,6.9966,7.9496,8.1543,7.5242,7.7744,7.6118
331012,7.8828,7.8603,8.2487,8.0361,7.8351,8.7047,7.1655,9.3115,7.5752,7.5449,7.4828,7.4874,8.4303,7.8898,7.4071,7.8817,8.1006,8.8119,8.252,5.4779,8.3381,9.0482,7.5225,7.8222,9.1725,8.2585,7.6903,8.7214,8.4165,7.4378,9.5385,7.3485,6.8229,7.3313,6.4397,8.5231,6.6381,6.504,7.2628,6.8922,6.4838,7.8737,6.1521,7.2137,7.5131
331021,7.3839,8.6318,9.104,8.5738,7.9012,10.0329,8.1381,10.1189,8.8911,8.3072,7.9717,8.5042,7.329,8.2913,7.7551,8.4118,8.366,8.611,8.9865,7.4806,8.9906,10.0549,8.3319,8.2945,9.1602,8.9184,9.1353,9.5644,9.0988,8.7439,9.6785,7.9798,7.1705,8.8275,6.8826,9.3431,7.934,8.5609,7.6214,7.5377,7.0859,8.3464,6.6365,8.106,9.3291
332011,7.7311,8.2179,7.0993,7.6199,8.4886,10.9213,8.2139,9.6487,7.593,8.2931,8.106,7.5206,7.9493,8.5441,7.996,7.6884,7.2533,8.1535,7.7037,7.6781,8.6391,8.8015,8.1722,7.6562,9.6374,8.1162,8.4479,8.8798,9.2125,9.8518,10.2653,8.277,6.5427,8.8382,8.3806,8.9564,8.7333,8.9181,6.0625,7.057,7.987,8.2106,7.0037,6.5585,7.9812
332021,9.394,8.7203,8.6576,8.102,8.9023,10.8194,8.7672,9.7996,7.6826,9.0846,8.5353,8.334,8.9454,8.6225,7.9589,8.3167,8.7492,8.1242,8.063,8.1419,9.5953,8.9927,8.702,8.787,10.1961,9.5202,8.5875,10.4217,9.9582,7.9335,9.6949,9.1313,7.9213,8.1119,8.6173,8.5952,8.3677,8.0777,7.7866,8.4498,7.906,9.2256,8.2787,8.1282,8.2286
332022,8.3978,9.2089,8.0784,8.2955,8.2377,9.9445,8.0561,9.3287,7.8904,8.9637,7.618,7.4242,8.0116,8.3913,7.6183,8.2863,8.458,7.3615,8.882,7.7125,9.0054,10.1155,8.3959,8.4553,8.7173,9.9286,8.4377,8.8583,9.9076,8.1625,9.0059,7.5993,6.2694,7.8248,6.1559,9.3853,7.7823,8.0135,7.3754,6.8881,6.8127,7.6978,7.8451,6.3808,7.7547
333011,9.7209,7.278,8.7496,8.5499,8.5796,10.0016,7.9166,10.5909,7.8114,7.9342,8.0033,8.8643,8.9888,7.7314,7.4548,7.6138,8.7624,7.5378,8.3226,8.2679,9.2382,8.5485,8.084,8.501,8.7794,10.1253,9.3682,10.892,10.626,7.8708,9.2305,7.9427,8.1788,7.7339,7.7444,8.1701,7.4761,7.0502,7.6422,7.425,7.0078,8.936,7.8577,9.051,8.7024
333012,8.716,6.8618,7.8391,7.8502,8.8594,11.4308,8.0907,10.2498,7.0297,8.0902,8.3541,8.0158,9.2382,8.7084,7.3708,8.2531,9.0658,7.2602,8.1535,6.7149,8.404,7.9654,6.795,8.7174,8.9927,9.1005,8.831,10.0874,10.391,8.0782,7.8969,8.5185,6.9525,7.0305,7.2237,8.0849,8.3283,7.505,6.8058,7.2609,7.829,8.2341,7.7698,7.9702,7.4712
333021,8.7458,7.8538,7.6852,7.4491,8.2357,9.8263,7.5414,9.6725,8.4204,8.5681,7.6445,8.1582,8.9793,8.2215,7.387,7.7338,8.1647,8.149,7.7171,7.6181,8.4125,8.342,7.614,8.2241,8.9677,8.7958,8.0292,9.4868,9.5173,8.1406,8.0984,8.0215,7.092,7.0342,7.4131,8.4246,7.5912,7.8939,7.2878,6.7291,7.388,7.7236,6.8603,6.8094,7.8644
333041,8.3804,6.8554,8.2018,6.8136,7.8592,11.5427,7.9092,10.4731,7.8517,8.2843,7.4518,7.4956,8.6664,8.773,7.7119,7.8776,8.1982,8.4431,8.1892,6.3765,7.8146,7.7171,6.9764,8.6074,8.845,9.4327,8.6698,9.4779,9.2268,9.0255,8.5342,7.2352,7.5534,8.5164,7.6939,8.9402,6.4561,8.1579,6.8018,7.2898,6.3415,8.0641,6.6626,6.5555,7.504
333051,8.5504,8.1529,8.8162,7.7125,8.2629,9.5867,8.1999,11.0834,8.923,8.9657,7.8552,8.607,9.0155,9.0077,8.1488,8.514,7.9921,8.2489,9.0026,7.5311,8.1112,9.2118,7.4343,8.0271,9.3525,9.0383,8.9148,11.0014,10.4325,8.6793,9.708,8.2861,7.7464,7.9266,8.8174,9.4042,6.9941,8.0288,7.8118,7.8259,7.1779,8.8961,7.5242,7.5518,8.5845
333052,8.4571,6.661,8.8825,7.1362,7.2917,9.9233,7.4534,10.6833,8.5294,7.8891,7.4342,7.725,8.0435,7.875,7.2132,7.4231,7.7027,7.8306,8.3162,5.9987,8.7942,7.354,6.6885,7.6706,8.7919,9.8273,8.6871,9.6421,9.7837,7.1961,8.0956,6.8874,6.601,7.1468,7.2479,8.4749,6.6215,7.4886,7.1944,7.7022,6.3303,7.2284,6.411,7.6131,7.9772
339011,7.9617,7.0171,6.6539,6.2928,6.9899,9.4225,6.8522,9.0143,7.3182,7.012,6.9041,7.3845,6.3373,6.9774,6.6493,6.692,6.3493,7.549,6.5552,6.2378,8.9148,8.1692,7.4314,6.6663,7.8718,9.3465,8.4403,8.8359,9.4943,7.8739,8.6544,7.1157,6.4672,6.7599,7.2192,8.5355,7.0835,6.8794,6.9183,6.3103,6.9625,6.6049,6.5564,6.2442,6.9015
339021,8.7546,7.0911,7.5505,7.3383,8.1494,9.3929,7.6457,9.9297,7.8947,7.5983,7.0636,7.0466,8.1317,8.1947,7.1195,7.8553,8.0266,8.5959,7.7256,6.3244,8.4275,7.7999,7.4892,8.0991,7.8366,9.1549,7.6916,8.2603,8.7547,7.548,8.0222,7.5755,6.3003,7.4299,7.4387,7.6257,6.6316,6.9501,7.1979,7.2889,6.8764,6.7208,6.0989,6.4737,6.9689
339031,9.0789,7.7732,10.0474,8.8158,8.9112,11.8231,8.7393,11.8595,9.1644,9.977,9.71,9.7546,10.4127,9.7973,9.0705,8.9312,9.9725,8.1164,9.6444,8.4194,9.6036,9.0791,9.5406,9.6581,9.8288,10.4612,10.4897,11.4581,10.6676,9.1015,10.2773,9.657,9.1181,8.4909,9.0595,9.5943,8.2641,9.0683,8.8449,8.9841,8.227,8.4181,7.8416,9.7427,8.667
339032,9.078,8.5214,7.9634,6.9367,8.7604,10.3825,8.222,6.6453,7.6098,7.3469,7.514,7.8255,9.0854,8.4108,6.6013,6.8022,7.4323,8.6468,8.4401,8.2004,8.3004,9.1316,7.492,7.3703,9.9726,8.4268,8.5125,9.2952,9.7939,8.236,9.3029,8.2675,7.8835,8.2966,7.5921,8.4911,6.2529,8.4994,8.1025,7.8703,6.3935,8.7345,6.9679,7.3306,8.2292
339091,9.3957,8.9022,7.9726,7.7279,9.2983,11.6453,8.1724,10.1699,7.5701,7.8862,8.1319,7.2338,9.1583,8.4826,7.8958,6.7517,8.602,8.534,7.8906,8.4903,9.0104,8.4374,9.5114,8.6354,8.7532,9.713,9.5377,7.5676,9.9911,8.5035,7.9529,8.6454,7.7131,9.0317,7.5147,8.2259,8.7018,9.6405,8.1057,8.173,8.0323,8.9253,7.5525,7.4804,7.4535
