soc,wage_50_comparison_groups,wage_10,wage_25,wage_50,education,experience,training,english,health_insurance_pct,regular_schedule_pct,full_time_pct,safety_conditions,male_75+_pct,male_pct,employment_2014,employment_2024,growth_2014_2024,growth_2014_2024_pct,growth_replacement_2014_2024
391021,25000,22230,27650,35710,1,Less than 5 years,None,3.8,0.45,0.939,0.832,9,No,0.395,255.8,283.8,28,0.109,76.4
475081,30000,24700,28740,35760,1,None,Moderate-term on-the-job training,2.7,0.776,0.571,0.977,11,Yes,0.97,25.8,29,3.2,0.126,6.2
319099,30700,21620,27540,35780,1,None,None,4.5,0.768,0.927,0.616,11,No,0.306,102.7,114.7,12,0.117,33.4
434031,30000,23420,28680,35850,1,None,Moderate-term on-the-job training,3.9,0.851,0.988,0.923,9,No,0.284,140.8,147.1,6.3,0.045,14.8
432021,32000,21860,26830,35880,1,None,Short-term on-the-job training,4.3,0.75,0.706,0.866,5,No,0.175,13.1,7.5,-5.5,-0.424,3.2
319091,30000,24950,29580,35980,2,None,None,4.2,0.674,0.92,0.519,11,No,0.068,318.8,377.4,58.6,0.184,137.5
519061,30000,21140,26980,36000,1,None,Moderate-term on-the-job training,3.1,0.809,0.852,0.948,12,No,0.648,496.6,495.5,-1.1,-0.002,124.8
454023,30000,23940,28990,36110,1,None,Moderate-term on-the-job training,3.1,0.464,0.378,0.922,10,Yes,0.996,3.7,3.7,-0.1,-0.02,0.9
514122,30000,23950,29120,36150,1,None,Moderate-term on-the-job training,2.5,0.728,0.887,0.982,9,Yes,0.952,59.5,48.8,-10.7,-0.18,17.1
399031,30000,18690,23280,36160,1,None,Short-term on-the-job training,3.5,0.679,0.48,0.341,6,No,0.459,279.1,302.5,23.4,0.084,74.9
499031,28000,21650,27610,36200,1,None,Moderate-term on-the-job training,3.1,0.569,0.938,0.932,12,Yes,0.975,46.4,44.8,-1.6,-0.034,12.5
454022,30000,22720,28820,36290,1,None,Moderate-term on-the-job training,1.7,0.464,0.424,0.922,11,Yes,0.996,37.3,37.1,-0.1,-0.003,8.8
211094,32000,22570,28340,36300,1,None,Short-term on-the-job training,4,0.844,0.624,0.875,7,No,0.348,54.3,62.4,8.1,0.149,18.8
474099,30000,23200,28460,36300,1,None,Moderate-term on-the-job training,4.1,0.728,0.142,0.977,12,Yes,0.983,35.4,37.8,2.4,0.069,7.8
454021,30000,22150,28190,36400,1,None,Moderate-term on-the-job training,1.6,0.464,0.202,0.922,10,Yes,0.996,8.2,6.8,-1.4,-0.172,2
132082,25000,19330,24180,36450,1,None,Moderate-term on-the-job training,3.4,0.771,0.25,0.841,3,No,0.43,90.4,91.8,1.4,0.016,24.1
475071,30000,25160,29750,36510,0,None,Moderate-term on-the-job training,2.8,0.776,0.547,0.977,11,Yes,0.97,76.4,82.7,6.3,0.083,21.3
333041,34000,22000,27570,36530,1,None,Short-term on-the-job training,3.3,0.882,0.91,0.836,10,Yes,0.809,9.4,7.4,-2,-0.208,2.8
472141,30000,23900,29320,36580,0,None,Moderate-term on-the-job training,3.6,0.327,0.521,0.893,11,Yes,0.955,360.5,387.1,26.5,0.074,83.9
514191,30000,23780,29260,36600,1,None,Moderate-term on-the-job training,2.3,0.806,0.841,0.982,10,Yes,0.807,21.3,17.2,-4.2,-0.196,3.7
499071,30000,21700,27890,36630,1,None,Long-term on-the-job training,3,0.793,0.595,0.955,12,Yes,0.968,1374.7,1458.1,83.5,0.061,443.7
332022,35000,24500,29630,36650,1,Less than 5 years,Moderate-term on-the-job training,3.1,0.891,0.51,0.965,12,Yes,0.887,1.7,2,0.2,0.131,0.7
537121,30000,22370,28320,36660,0,None,Short-term on-the-job training,2,0.85,0.715,0.941,11,Yes,0.875,13,13.5,0.5,0.04,4.6
253021,32800,19050,24810,36680,1,Less than 5 years,None,3.6,0.728,0.671,0.52,10,No,0.455,348.7,402.2,53.5,0.154,119.2
472181,30000,24560,29380,36720,0,None,Moderate-term on-the-job training,3.4,0.308,0.258,0.88,11,Yes,0.984,123.4,139.3,15.8,0.128,34.7
535022,32000,19390,24280,36800,2,Less than 5 years,None,3.1,0.804,0.383,0.966,12,Yes,0.983,4.7,5,0.3,0.063,2.1
514034,29900,23520,29210,36810,1,None,Moderate-term on-the-job training,2.1,0.757,0.896,0.956,10,Yes,0.826,42.9,34.3,-8.6,-0.2,10.6
492011,30000,22230,28000,36840,3,None,Short-term on-the-job training,3,0.757,0.82,0.864,9,Yes,0.881,131.6,134.8,3.2,0.024,28.6
472043,30000,21420,27750,36930,0,None,Moderate-term on-the-job training,3.2,0.288,0.344,0.863,10,Yes,0.978,7.9,8.4,0.5,0.062,1.6
474051,28800,23600,29430,36930,1,None,Moderate-term on-the-job training,3.5,0.838,0.421,0.971,11,Yes,0.981,151.3,158.6,7.3,0.048,47.6
472042,30000,23190,29240,37030,0,None,Moderate-term on-the-job training,2.9,0.288,0.297,0.863,8,Yes,0.978,17.1,19.2,2.1,0.122,4.5
514011,30000,24410,29510,37030,1,None,Moderate-term on-the-job training,3.3,0.864,0.779,0.984,9,Yes,0.922,148.8,174.8,26,0.175,71.2
371011,28000,22740,28350,37050,1,Less than 5 years,None,3.3,0.643,0.916,0.83,11,No,0.641,247.9,262.8,14.9,0.06,54
493041,32000,23870,29720,37050,1,None,Long-term on-the-job training,2.5,0.825,0.339,0.983,10,Yes,0.989,40.3,43.2,2.9,0.072,12.4
512041,28000,24620,29910,37050,1,None,Moderate-term on-the-job training,3.3,0.739,0.387,0.959,12,Yes,0.969,79.2,80.8,1.6,0.02,14.6
519071,25000,21640,27400,37060,1,None,Long-term on-the-job training,2.7,0.475,0.667,0.77,10,No,0.708,39.8,35.3,-4.5,-0.113,6.2
292071,32000,24190,29130,37110,2,None,None,3.8,0.861,0.996,0.922,9,No,0.097,188.6,217.6,29,0.154,71.2
435032,29000,22430,28550,37150,1,None,Moderate-term on-the-job training,4.2,0.824,0.886,0.936,10,No,0.416,199.5,208.2,8.8,0.044,58.6
519081,32000,22220,28570,37190,1,None,Moderate-term on-the-job training,3.6,0.741,0.647,0.829,11,No,0.454,38.7,42.9,4.2,0.108,13.5
472041,30000,21020,26850,37220,0,None,Short-term on-the-job training,3.3,0.288,0.606,0.863,11,Yes,0.978,45.3,45.1,-0.2,-0.005,6.3
433031,30000,22940,29570,37250,3,None,Moderate-term on-the-job training,3.7,0.829,0.937,0.791,5,No,0.151,1760.3,1611.5,-148.7,-0.084,172.6
472161,30000,25640,31310,37320,0,None,Long-term on-the-job training,3.1,0.251,0.141,0.849,10,Yes,0.993,27,28.9,1.9,0.071,3.1
439041,30000,25830,30630,37530,1,None,Moderate-term on-the-job training,3.9,0.872,0.98,0.926,5,No,0.205,285.4,303.1,17.7,0.062,89.2
439022,31000,25290,31040,37610,1,None,Short-term on-the-job training,3.8,0.833,0.949,0.767,6,No,0.155,90.7,76.5,-14.2,-0.157,3.1
434131,34000,24920,30480,37710,1,None,Short-term on-the-job training,4,0.856,0.972,0.97,6,No,0.221,213.8,232.3,18.5,0.086,51.3
499099,30000,22060,28360,37730,1,None,Moderate-term on-the-job training,3.3,0.623,0.71,0.909,12,Yes,0.957,163.5,170.6,7.1,0.043,32
472151,30000,25640,30120,37780,0,None,Short-term on-the-job training,2.5,0.656,0.267,0.967,11,Yes,0.989,45.7,51,5.2,0.114,11.3
492097,26000,22440,28960,37790,2,None,Short-term on-the-job training,3,0.654,0.664,0.928,12,Yes,0.978,29.6,30.3,0.7,0.024,4.9
493023,30000,21020,27740,37850,2,None,Short-term on-the-job training,3.2,0.581,0.586,0.946,11,Yes,0.985,739.9,779,39.1,0.053,237.2
434199,28000,23780,29510,37990,1,None,Short-term on-the-job training,na,0.871,na,0.875,na,No,0.205,188.5,193,4.6,0.024,53
319011,28000,18860,25350,38040,2,None,None,3.2,0.436,0.517,-0.233,5,No,0.262,168.8,205.2,36.5,0.216,49
514121,30000,25940,31570,38150,1,None,Moderate-term on-the-job training,3,0.728,0.804,0.982,11,Yes,0.952,397.9,412.3,14.4,0.036,128.5
499011,25000,25300,31460,38160,1,None,Moderate-term on-the-job training,2.9,0.937,0.516,0.981,10,Yes,0.933,17.4,19.3,1.9,0.107,8.7
514035,29900,23830,30100,38250,1,None,Moderate-term on-the-job training,2.2,0.757,0.794,0.956,10,Yes,0.826,22.4,17.8,-4.6,-0.206,3.9
515111,29200,22710,29610,38270,2,None,None,4,0.759,0.764,0.803,10,No,0.54,36.5,27.5,-9,-0.246,5.7
472071,25000,25540,30940,38270,1,None,Moderate-term on-the-job training,3.3,0.616,0.012,0.962,12,Yes,1,57.7,63,5.3,0.092,19.1
493051,30000,22820,29550,38280,1,None,Long-term on-the-job training,3.5,0.537,0.401,0.921,11,Yes,0.982,22.5,23.1,0.6,0.027,5.1
533021,33000,22310,28090,38290,1,None,Moderate-term on-the-job training,3.4,0.806,0.846,0.644,11,No,0.556,167.8,177.6,9.8,0.059,31.9
517032,28000,22540,30760,38410,1,None,Moderate-term on-the-job training,2.3,0.584,0.916,0.905,10,Yes,0.895,1.8,1.8,0,-0.003,0.4
519012,32000,23150,29550,38420,1,None,Moderate-term on-the-job training,3.1,0.817,0.694,0.966,12,Yes,0.89,43.8,43.3,-0.6,-0.013,13.8
435041,28000,22080,28000,38510,1,None,Short-term on-the-job training,2.5,0.826,0.99,0.98,11,Yes,0.826,37.4,30.6,-6.7,-0.18,6.7
472022,30200,22350,28800,38630,1,None,Apprenticeship,2.9,0.417,0.365,0.885,11,Yes,0.984,14.9,17.1,2.1,0.143,3.4
519197,26000,24950,29720,39120,1,None,Moderate-term on-the-job training,2.5,0.917,0.873,0.981,10,Yes,0.924,18.1,15.6,-2.5,-0.136,4.7
499094,30000,22770,30130,39160,1,None,Long-term on-the-job training,3.1,0.664,0.435,0.901,10,Yes,0.954,20.9,17.8,-3.1,-0.148,10.7
472081,30000,26250,32320,39220,0,None,Moderate-term on-the-job training,3.1,0.313,0.809,0.924,12,Yes,0.952,106,111.5,5.5,0.052,12
339093,30000,33970,36500,39310,1,None,Short-term on-the-job training,3.6,0.788,0.778,0.842,11,No,0.667,46.6,42.4,-4.2,-0.09,6.6
472121,30000,25550,32060,39440,1,None,Apprenticeship,2.2,0.577,0.415,0.938,12,Yes,0.985,45.3,47.2,1.9,0.041,8.4
512031,35000,25790,31230,39600,1,None,Moderate-term on-the-job training,2.7,0.812,0.655,0.96,12,Yes,0.863,39,39,0,0.001,7.8
474041,30000,26170,31330,39690,1,None,Moderate-term on-the-job training,3.1,0.753,0.233,0.958,12,Yes,0.899,43.7,47,3.3,0.074,13
537032,30000,26670,32700,40050,1,Less than 5 years,Moderate-term on-the-job training,2.7,0.726,0.465,0.963,11,Yes,0.998,53.9,57.3,3.4,0.062,9.7
537031,30000,25760,32910,40060,1,None,Moderate-term on-the-job training,3.4,0.726,0.715,0.963,10,Yes,0.998,2.2,2.3,0.2,0.087,0.4
433099,35000,26010,32510,40080,1,None,Short-term on-the-job training,na,0.873,na,0.932,na,No,0.378,38.1,41.6,3.4,0.09,13.7
533032,30000,26240,32670,40260,2,None,Short-term on-the-job training,3.5,0.666,0.348,0.919,11,Yes,0.951,1797.7,1896.4,98.8,0.055,404.5
432099,33000,26360,31510,40330,1,None,Short-term on-the-job training,na,0.851,na,0.797,na,No,0.508,3.3,3.5,0.2,0.056,0.8
394011,32000,23550,29850,40410,2,None,Short-term on-the-job training,4,0.595,0.35,0.636,7,Yes,0.911,3.8,3.6,-0.2,-0.061,0.8
439011,30000,23020,30280,40420,1,None,Moderate-term on-the-job training,3.9,0.893,0.723,0.928,8,No,0.531,61.1,49.5,-11.6,-0.19,4.6
492092,28000,24780,31680,40520,2,None,Long-term on-the-job training,2.7,0.759,0.477,0.959,11,Yes,0.981,19.3,20,0.7,0.036,6
333012,30000,27830,32960,40530,1,None,Moderate-term on-the-job training,3.6,0.931,0.978,0.976,10,No,0.74,457.6,474.7,17.1,0.037,143
514041,30000,25230,31990,40550,1,None,Long-term on-the-job training,3.3,0.855,0.916,0.973,9,Yes,0.969,399.7,438.9,39.2,0.098,154.7
514023,30000,25060,30660,40590,1,None,Moderate-term on-the-job training,2.9,0.8,0.636,0.991,11,Yes,0.75,33.7,29.1,-4.6,-0.135,8.3
433061,35000,26110,32720,40600,1,None,Moderate-term on-the-job training,3.5,0.902,0.863,0.971,8,No,0.403,72.3,66.3,-6,-0.083,25.1
514062,29000,22930,29910,40960,1,None,Moderate-term on-the-job training,2.2,0.764,0.727,0.977,10,Yes,0.787,3.8,2.9,-0.9,-0.234,0.7
493021,30000,25030,32020,40970,1,None,Long-term on-the-job training,3.4,0.577,0.625,0.949,11,Yes,0.973,149.7,163.5,13.7,0.092,48.1
433051,35400,26510,33160,41000,1,None,Moderate-term on-the-job training,3.3,0.871,0.938,0.885,7,No,0.143,172.8,166.9,-5.9,-0.034,46.3
519122,28000,25790,32520,41150,1,None,Moderate-term on-the-job training,3.2,0.698,0.925,0.95,10,Yes,0.903,54.3,57.5,3.2,0.059,13.4
535011,25000,22440,29980,41260,0,None,Moderate-term on-the-job training,2.9,0.784,0.365,0.918,12,Yes,0.977,28.3,30.9,2.6,0.091,9.9
274011,30000,22770,30490,41440,2,None,Short-term on-the-job training,3.5,0.766,0.634,0.815,8,Yes,0.936,70.9,79.4,8.4,0.119,21.9
351011,30000,23150,30840,41500,1,5 years or more,None,3.5,0.555,0.407,0.874,9,Yes,0.82,127.5,138.8,11.3,0.089,30.4
333011,30000,22650,31110,41670,1,None,Moderate-term on-the-job training,3.1,0.931,0.948,0.976,10,No,0.74,17.3,18.1,0.8,0.047,5.6
435011,28000,24460,32140,41870,1,None,Short-term on-the-job training,3.7,0.82,0.659,0.904,11,No,0.655,78.8,84.3,5.5,0.07,31.3
173031,28000,26060,32580,42010,1,None,Moderate-term on-the-job training,3.5,0.817,0.643,0.939,12,Yes,0.933,57.3,52.9,-4.3,-0.076,6.5
472031,30000,26220,32810,42090,1,None,Apprenticeship,3.8,0.42,0.34,0.922,11,Yes,0.986,945.4,1005.8,60.4,0.064,169.1
537041,25700,26720,33280,42220,0,None,Short-term on-the-job training,2.6,0.813,0.613,0.911,10,Yes,0.856,2.9,2.9,0,0.017,0.9
514051,29000,27700,34020,42240,1,None,Moderate-term on-the-job training,1.9,0.836,0.975,0.991,11,Yes,0.99,21.2,20.2,-1,-0.048,6.7
537072,32000,26200,31690,42420,1,None,Moderate-term on-the-job training,3.1,0.796,0.953,0.991,12,Yes,0.946,13.1,14.2,1.1,0.084,7.8
434061,26000,29460,34380,43170,1,None,Moderate-term on-the-job training,2.9,0.896,0.997,0.973,10,No,0.189,129.9,132,2.1,0.016,16.3
292061,30000,32040,36300,43170,2,None,None,4.1,0.766,0.924,0.769,10,No,0.136,719.9,837.2,117.3,0.163,322.2
499096,34000,26880,32700,43220,1,None,Short-term on-the-job training,2.8,0.742,0.362,0.941,12,Yes,0.97,20.8,22.6,1.8,0.087,7.2
499043,28000,26650,33970,43260,1,None,Moderate-term on-the-job training,3.2,0.885,0.57,0.957,12,Yes,0.951,91.2,98.7,7.4,0.082,22.1
419022,31000,21780,28980,43370,1,None,Moderate-term on-the-job training,3.8,0.539,0.25,0.835,2,No,0.494,337.4,346.8,9.4,0.028,33
492098,32000,27310,34280,43420,1,None,Moderate-term on-the-job training,3.1,0.741,0.763,0.965,11,Yes,0.984,64,72.3,8.2,0.129,24.1
472132,31200,27640,33970,43610,1,None,Apprenticeship,3.2,0.588,0.519,0.956,11,Yes,0.98,30.1,35.9,5.8,0.194,16
516092,27000,21270,28950,43900,1,None,Moderate-term on-the-job training,2.5,0.642,0.922,0.941,7,No,0.675,5.4,4,-1.4,-0.26,0.6
371012,28000,27150,33920,43980,1,Less than 5 years,None,3.9,0.53,0.468,0.931,12,Yes,0.957,178,187.4,9.4,0.053,39
475021,37000,28370,34700,44240,1,None,Moderate-term on-the-job training,2.1,0.703,0.279,0.984,11,Yes,0.979,20,22.7,2.7,0.136,7.2
232093,30200,27120,34130,44370,1,None,Short-term on-the-job training,4.1,0.795,0.816,0.914,5,No,0.295,71.1,70.8,-0.2,-0.003,15.6
393092,32000,19570,27540,44500,1,None,Short-term on-the-job training,2.6,0.668,0.565,0.08,9,No,0.581,6.2,6.7,0.5,0.088,3.1
493031,30000,28680,35280,44520,1,None,Long-term on-the-job training,3.4,0.755,0.736,0.983,11,Yes,0.985,263.9,295.5,31.6,0.12,76.9
514192,30000,28410,35170,44530,1,None,Moderate-term on-the-job training,2.9,0.806,0.231,0.982,11,Yes,0.807,13.4,10.7,-2.7,-0.201,2.3
472073,30000,28980,34950,44600,1,None,Moderate-term on-the-job training,2.4,0.728,0.231,0.977,11,Yes,0.983,363.4,400.6,37.2,0.102,97.8
272021,29000,19910,28400,44680,0,None,Long-term on-the-job training,3.1,0.724,0.648,0.46,11,Yes,0.758,13.7,14.5,0.8,0.056,5.4
518031,29000,27120,34670,44790,1,None,Long-term on-the-job training,3.5,0.906,0.931,0.974,12,Yes,0.95,117,124,7,0.06,36.7
532031,25000,25930,36260,44860,1,Less than 5 years,Moderate-term on-the-job training,4.1,0.964,0.263,0.464,12,No,0.25,97.9,100.1,2.2,0.022,20.1
475013,30000,29790,35670,45000,0,None,Moderate-term on-the-job training,3.2,0.776,0.227,0.977,12,Yes,0.97,64.9,69.6,4.7,0.073,26.9
499021,30000,27790,34920,45110,2,None,Long-term on-the-job training,3.3,0.722,0.324,0.947,12,Yes,0.991,292,331.6,39.6,0.136,84.2
451011,30000,26190,32880,45340,1,Less than 5 years,None,2.8,0.671,0.661,0.954,12,Yes,0.856,47.1,43.3,-3.9,-0.082,11.5
531011,30000,29080,35110,45470,1,Less than 5 years,None,3.7,0.836,0.77,0.91,12,Yes,0.802,5.8,5.8,0,0.005,1.9
339021,32000,26920,35070,45610,1,Less than 5 years,Moderate-term on-the-job training,4.2,0.872,0.555,0.949,6,No,0.546,34.9,36.7,1.8,0.052,11
472211,31200,25760,33310,45750,1,None,Apprenticeship,3.3,0.703,0.755,0.976,11,Yes,0.956,141,150.5,9.4,0.067,39.8
534013,30000,24720,36590,45780,1,None,Moderate-term on-the-job training,3.7,0.969,0.397,0.997,11,Yes,0.939,4,4.1,0.1,0.015,1.6
272032,32500,19210,28980,45940,1,5 years or more,Long-term on-the-job training,3.2,0.339,0.28,0.342,10,No,0.2,7.1,7.5,0.4,0.063,2.7
514061,29000,25610,33920,45980,1,None,Moderate-term on-the-job training,2.9,0.764,0.77,0.977,10,Yes,0.787,6.2,4.9,-1.3,-0.215,1.1
435061,32000,27190,34950,46150,1,None,Moderate-term on-the-job training,3.4,0.87,0.806,0.916,10,No,0.449,304.6,310.9,6.3,0.021,88.9
332011,30000,23010,32080,46870,2,None,Long-term on-the-job training,3.5,0.929,0.544,0.987,12,Yes,0.972,327.3,344.7,17.4,0.053,112.3
331099,28500,26470,34150,46900,1,Less than 5 years,None,na,0.851,na,0.967,na,Yes,0.759,68.7,71.9,3.2,0.046,20.7
531021,30000,28630,35970,46960,1,Less than 5 years,None,3.2,0.836,0.861,0.91,11,Yes,0.802,173.1,176.9,3.8,0.022,59.3
537073,32000,27680,35720,46990,1,Less than 5 years,Moderate-term on-the-job training,2.9,0.796,0.769,0.991,12,Yes,0.946,13.9,15.8,1.8,0.131,8.9
499045,31200,32630,40300,47060,1,None,Moderate-term on-the-job training,2.7,0.869,0.752,0.981,12,Yes,0.964,1.8,1.8,0,0.007,0.5
519011,32000,27390,35280,47220,1,None,Moderate-term on-the-job training,3.7,0.817,0.865,0.966,11,Yes,0.89,66.3,60.8,-5.5,-0.083,20.9
475011,30000,33280,38730,47910,0,None,Short-term on-the-job training,3.2,0.776,0.422,0.977,11,Yes,0.97,21.7,24.6,2.9,0.133,10.3
472021,30200,29800,36860,47950,1,None,Apprenticeship,3,0.417,0.251,0.885,10,Yes,0.984,78.1,92.6,14.5,0.186,21
472082,30000,29140,36520,47970,0,None,Moderate-term on-the-job training,2.6,0.313,0.432,0.924,10,Yes,0.952,21,22.1,1.1,0.052,2.4
472171,30200,27760,34320,48010,1,None,Apprenticeship,3.3,0.417,0.483,0.885,12,Yes,0.984,18.7,23.1,4.4,0.234,7.2
434011,30000,32150,38970,48180,1,None,Moderate-term on-the-job training,4.1,0.951,0.97,0.915,4,No,0.252,57.2,62.4,5.2,0.09,19.1
413021,31500,26330,34220,48200,1,None,Moderate-term on-the-job training,4.1,0.748,0.757,0.92,5,No,0.495,466.1,509.5,43.5,0.093,165.8
299099,38000,25650,33300,48270,2,None,None,3.8,0.892,0.399,0.931,6,No,0.537,44.2,50.3,6.1,0.138,14.9
534012,30000,35840,42550,48470,1,None,Moderate-term on-the-job training,3.5,0.969,0.45,0.997,11,Yes,0.939,1.7,0.5,-1.2,-0.699,0.7
413011,36000,22840,32470,48490,1,None,Moderate-term on-the-job training,3.9,0.845,0.859,0.917,6,No,0.539,167.9,163.4,-4.5,-0.027,49.8
536011,30000,26400,36520,48520,1,None,Short-term on-the-job training,3.3,0.849,0.793,0.917,12,Yes,0.914,3.5,3.4,0,-0.011,1.8
151151,30000,28990,37300,48620,3,None,None,3.7,0.871,0.894,0.94,10,Yes,0.752,585.9,661,75.1,0.128,150.5
475041,35000,32480,39400,48620,0,None,Moderate-term on-the-job training,2.6,0.876,0.955,0.996,12,Yes,0.975,12.3,11.6,-0.6,-0.053,2.4
493042,32000,32160,39100,48770,1,None,Long-term on-the-job training,2.8,0.825,0.671,0.983,11,Yes,0.989,124.7,131.3,6.6,0.053,36
512011,25000,30930,38320,48970,1,None,Moderate-term on-the-job training,3.4,0.934,0.888,1,12,Yes,0.755,40.6,38.6,-2,-0.049,8.1
514012,30000,32330,39350,48990,1,None,Long-term on-the-job training,3.2,0.864,0.763,0.984,11,Yes,0.922,25.1,29.9,4.8,0.189,12.4
472072,30000,28400,36050,49430,1,None,Moderate-term on-the-job training,3.2,0.728,0.414,0.977,12,Yes,0.983,3.7,4.3,0.6,0.166,1.2
232091,30200,27180,36840,49500,2,None,Short-term on-the-job training,4.8,0.795,0.777,0.914,5,No,0.295,20.8,21.1,0.3,0.015,4.9
499041,31200,31870,39370,49690,1,None,Long-term on-the-job training,3.4,0.869,0.753,0.981,11,Yes,0.964,332.2,391.9,59.7,0.18,145.9
119081,30000,28300,36700,49720,1,Less than 5 years,None,4.1,0.739,0.631,0.917,10,No,0.489,48.4,52.1,3.7,0.076,13
391011,28000,28870,38520,49730,1,Less than 5 years,None,3.5,0.886,0.888,0.962,6,No,0.641,27.8,28,0.2,0.007,9.4
274013,30000,18750,35350,50040,1,None,Short-term on-the-job training,3.5,0.766,0.542,0.815,11,Yes,0.936,1.2,1.2,0,-0.006,0.2
475031,32200,33050,39840,50210,1,Less than 5 years,Long-term on-the-job training,3.1,0.58,0.208,0.984,10,Yes,0.954,8.1,8.4,0.3,0.039,1.9
514111,35000,32010,40560,50290,1,None,Long-term on-the-job training,3.3,0.942,0.924,0.977,8,Yes,0.985,77.8,67.7,-10.1,-0.13,3.8
499092,30000,30320,38330,50470,2,None,Moderate-term on-the-job training,3,0.623,0.119,0.909,11,Yes,0.957,4.4,6,1.6,0.369,2.3
472221,30000,29770,36500,50490,1,None,Apprenticeship,2.9,0.7,0.437,0.958,12,Yes,0.973,61.4,64.2,2.7,0.045,13
472152,30000,29680,37860,50620,1,None,Apprenticeship,3.3,0.656,0.476,0.967,12,Yes,0.989,425,474.1,49.1,0.115,105.2
499044,25000,32210,40540,51390,1,None,Apprenticeship,3.4,0.88,0.188,0.981,12,Yes,0.972,40.9,47.1,6.2,0.152,14.5
537021,30000,31410,39310,51650,1,Less than 5 years,Moderate-term on-the-job training,2.9,0.837,0.646,0.986,10,Yes,0.961,45.5,49,3.4,0.076,19.2
413099,35000,24720,34700,51700,1,None,Moderate-term on-the-job training,3.7,0.826,0.908,0.932,1,No,0.677,853.5,924.1,70.6,0.083,252.4
475042,35000,30400,39460,51810,1,None,Moderate-term on-the-job training,2.3,0.876,0.94,0.996,10,Yes,0.975,7.4,7.3,-0.1,-0.018,1.4
532022,30000,26340,35880,51880,1,None,Long-term on-the-job training,3.6,0.877,0.337,0.976,11,No,0.727,7.2,7.5,0.3,0.039,2.5
472111,30000,31410,38990,51880,1,None,Apprenticeship,3.8,0.745,0.571,0.972,11,Yes,0.974,628.8,714.7,85.9,0.137,181.8
537033,30000,28820,38700,52320,0,None,Short-term on-the-job training,3.1,0.726,0.842,0.963,10,Yes,0.998,4.8,4.8,0,-0.001,0.6
431011,32000,31770,40530,52630,1,Less than 5 years,None,3.7,0.84,0.968,0.948,10,No,0.402,1466.1,1587.3,121.2,0.083,342.7
474061,37000,31100,40940,52830,1,None,Moderate-term on-the-job training,2.6,0.943,0.588,0.992,12,Yes,0.975,15.6,17,1.5,0.093,5.3
499052,35000,28360,36670,52920,1,None,Long-term on-the-job training,3.7,0.836,0.658,0.973,12,Yes,0.953,118,118.7,0.7,0.006,22.2
274014,30000,22510,35570,53330,2,None,Short-term on-the-job training,3.3,0.766,0.161,0.815,11,Yes,0.936,16.1,17.4,1.2,0.076,4.3
534021,30000,38230,44530,54020,1,None,Moderate-term on-the-job training,2.9,0.89,0.563,0.961,11,Yes,0.887,22.1,21.7,-0.4,-0.018,8.4
499012,25000,30720,39150,54100,1,None,Moderate-term on-the-job training,2.9,0.937,0.576,0.981,12,Yes,0.933,42.4,42.6,0.2,0.005,16.9
475012,30000,30360,39340,54310,0,None,Moderate-term on-the-job training,2.6,0.776,0.306,0.977,12,Yes,0.97,27.7,31.2,3.5,0.127,13
492022,26000,30210,39070,54570,2,None,Moderate-term on-the-job training,3.3,0.858,0.613,0.962,11,Yes,0.891,218.6,210.8,-7.8,-0.036,19.7
475061,30000,42920,48720,54950,1,None,Moderate-term on-the-job training,2.2,0.776,0.825,0.977,11,Yes,0.97,6,5.3,-0.6,-0.108,0.7
537111,30000,43230,49130,55320,0,None,Short-term on-the-job training,2,0.85,0.984,0.941,12,Yes,0.875,2.7,2.6,-0.1,-0.022,0.8
119141,32000,28490,39160,55380,1,Less than 5 years,None,4,0.745,0.8,0.893,9,No,0.464,313.8,339.1,25.3,0.081,79.9
518099,30000,31900,42540,55540,1,None,Long-term on-the-job training,2.9,0.887,0.579,0.989,12,Yes,0.913,11.9,11.5,-0.4,-0.032,4.5
493043,32000,32210,43640,55570,1,None,Long-term on-the-job training,2.4,0.825,0.73,0.983,12,Yes,0.989,21.5,22,0.6,0.027,5.7
414012,33000,26830,38340,55730,1,None,Moderate-term on-the-job training,3.5,0.866,0.647,0.951,11,No,0.714,1453.1,1546.5,93.4,0.064,392.3
531031,30000,32990,42540,55860,1,Less than 5 years,None,4,0.836,0.754,0.91,11,Yes,0.802,199.7,205.6,5.9,0.029,69.9
534031,30000,38450,45630,55930,1,None,Moderate-term on-the-job training,3.5,0.961,0.141,0.965,12,Yes,0.948,45.1,44.3,-0.9,-0.019,17.2
534011,30000,40490,46650,56240,1,Less than 5 years,Moderate-term on-the-job training,3.3,0.969,0.476,0.997,12,Yes,0.939,40.4,39.5,-0.9,-0.023,16
511011,34000,33390,42780,56340,1,Less than 5 years,None,2.9,0.864,0.595,0.98,11,Yes,0.811,606.9,588.2,-18.7,-0.031,95.9
332021,35000,34260,43430,56730,2,5 years or more,Moderate-term on-the-job training,4.2,0.891,0.754,0.965,11,Yes,0.887,12.4,13.1,0.7,0.055,4.3
435053,25000,32510,52510,56740,1,None,Short-term on-the-job training,2.3,0.865,1,0.918,12,No,0.501,117.6,78,-39.7,-0.337,13.6
435051,30000,32520,39210,56790,1,None,Short-term on-the-job training,3.1,0.886,0.935,0.915,10,No,0.459,69.6,51.3,-18.3,-0.262,8.4
